segment,lon (deg),lat (deg),depth (m),slip (m),strike (deg),dip (deg),rake (deg),rupture time (s),length (m),width (m)
1,166.3,-45.8892,21963.4445,4.89423,23.5,33.17,142.33, ,5000.0,5000.0
1,166.349,-45.904,24828.0856,4.22518,23.5,34.95,146.89, ,5000.0,5000.0
1,166.397,-45.9186,27822.026,3.40235,23.5,36.77,150.56, ,5000.0,5000.0
1,166.444,-45.9327,30947.8406,2.55119,23.5,38.67,151.38, ,5000.0,5000.0
1,166.49,-45.9466,34206.8576,1.78822,23.5,40.65,147.12, ,5000.0,5000.0
1,166.534,-45.9599,37600.6372,1.19428,23.5,42.72,137.17, ,5000.0,5000.0
1,166.577,-45.9729,41129.8659,0.76672,23.5,44.85,124.86, ,5000.0,5000.0
1,166.618,-45.9854,44791.1578,0.46081,23.5,47.03,116.9, ,5000.0,5000.0
1,166.658,-45.9973,48578.5848,0.33245,23.5,49.2,121.63, ,5000.0,5000.0
1,166.696,-46.0088,52485.7186,0.55445,23.5,51.34,126.68, ,5000.0,5000.0
1,165.952,-45.7349,6350.7757,1.27513,23.5,13.37,124.37, ,5000.0,5000.0
1,166.009,-45.7521,7906.5447,2.25119,23.5,18.13,124.23, ,5000.0,5000.0
1,166.065,-45.769,9769.2467,3.27053,23.5,21.87,125.42, ,5000.0,5000.0
1,166.12,-45.7854,11871.7091,4.16226,23.5,24.86,127.42, ,5000.0,5000.0
1,166.173,-45.8015,14167.4869,4.80435,23.5,27.33,130.03, ,5000.0,5000.0
1,166.225,-45.8173,16625.7292,5.12546,23.5,29.45,133.17, ,5000.0,5000.0
1,166.276,-45.8328,19227.8781,5.09958,23.5,31.36,136.88, ,5000.0,5000.0
1,166.326,-45.8479,21963.4445,4.74388,23.5,33.17,141.16, ,5000.0,5000.0
1,166.375,-45.8628,24828.0856,4.12879,23.5,34.95,145.73, ,5000.0,5000.0
1,166.423,-45.8773,27822.026,3.37339,23.5,36.77,149.4, ,5000.0,5000.0
1,166.47,-45.8915,30947.8406,2.60543,23.5,38.67,149.97, ,5000.0,5000.0
1,166.516,-45.9053,34206.8576,1.92982,23.5,40.65,145.31, ,5000.0,5000.0
1,166.56,-45.9187,37600.6372,1.40066,23.5,42.72,135.99, ,5000.0,5000.0
1,166.603,-45.9317,41129.8659,0.98185,23.5,44.85,126.49, ,5000.0,5000.0
1,166.644,-45.9441,44791.1578,0.62592,23.5,47.03,122.3, ,5000.0,5000.0
1,166.684,-45.9561,48578.5848,0.41673,23.5,49.2,127.42, ,5000.0,5000.0
1,166.722,-45.9676,52485.7186,0.54021,23.5,51.34,129.76, ,5000.0,5000.0
1,165.978,-45.6937,6350.7757,1.15898,23.5,13.37,124.94, ,5000.0,5000.0
1,166.035,-45.7109,7906.5447,2.04362,23.5,18.13,123.96, ,5000.0,5000.0
1,166.091,-45.7277,9769.2467,2.98595,23.5,21.87,124.93, ,5000.0,5000.0
1,166.145,-45.7442,11871.7091,3.81937,23.5,24.86,126.9, ,5000.0,5000.0
1,166.199,-45.7603,14167.4869,4.42567,23.5,27.33,129.49, ,5000.0,5000.0
1,166.251,-45.7761,16625.7292,4.73435,23.5,29.45,132.56, ,5000.0,5000.0
1,166.302,-45.7915,19227.8781,4.71548,23.5,31.36,136.11, ,5000.0,5000.0
1,166.352,-45.8067,21963.4445,4.38212,23.5,33.17,140.24, ,5000.0,5000.0
1,166.401,-45.8216,24828.0856,3.81044,23.5,34.95,144.69, ,5000.0,5000.0
1,166.449,-45.8361,27822.026,3.13279,23.5,36.77,148.15, ,5000.0,5000.0
1,166.496,-45.8503,30947.8406,2.47845,23.5,38.67,148.11, ,5000.0,5000.0
1,166.542,-45.8641,34206.8576,1.93176,23.5,40.65,142.68, ,5000.0,5000.0
1,166.586,-45.8775,37600.6372,1.50447,23.5,42.72,133.71, ,5000.0,5000.0
1,166.629,-45.8904,41129.8659,1.1185,23.5,44.85,126.22, ,5000.0,5000.0
1,166.67,-45.9029,44791.1578,0.72831,23.5,47.03,124.65, ,5000.0,5000.0
1,166.71,-45.9149,48578.5848,0.44955,23.5,49.2,131.92, ,5000.0,5000.0
1,166.747,-45.9263,52485.7186,0.48341,23.5,51.34,134.2, ,5000.0,5000.0
1,166.004,-45.6524,6350.7757,0.99469,23.5,13.37,126.06, ,5000.0,5000.0
1,166.061,-45.6697,7906.5447,1.77677,23.5,18.13,123.89, ,5000.0,5000.0
1,166.117,-45.6865,9769.2467,2.62604,23.5,21.87,124.56, ,5000.0,5000.0
1,166.171,-45.703,11871.7091,3.37987,23.5,24.86,126.49, ,5000.0,5000.0
1,166.224,-45.7191,14167.4869,3.92308,23.5,27.33,129.09, ,5000.0,5000.0
1,166.276,-45.7348,16625.7292,4.18649,23.5,29.45,132.1, ,5000.0,5000.0
1,166.328,-45.7503,19227.8781,4.14153,23.5,31.36,135.51, ,5000.0,5000.0
1,166.378,-45.7655,21963.4445,3.80829,23.5,33.17,139.43, ,5000.0,5000.0
1,166.427,-45.7803,24828.0856,3.27912,23.5,34.95,143.61, ,5000.0,5000.0
1,166.475,-45.7948,27822.026,2.70001,23.5,36.77,146.47, ,5000.0,5000.0
1,166.522,-45.809,30947.8406,2.19367,23.5,38.67,145.2, ,5000.0,5000.0
1,166.567,-45.8228,34206.8576,1.81198,23.5,40.65,138.61, ,5000.0,5000.0
1,166.612,-45.8362,37600.6372,1.50818,23.5,42.72,130.05, ,5000.0,5000.0
1,166.654,-45.8492,41129.8659,1.16178,23.5,44.85,124.43, ,5000.0,5000.0
1,166.696,-45.8617,44791.1578,0.74296,23.5,47.03,125.2, ,5000.0,5000.0
1,166.735,-45.8736,48578.5848,0.40845,23.5,49.2,136.5, ,5000.0,5000.0
1,166.773,-45.8851,52485.7186,0.37198,23.5,51.34,141.26, ,5000.0,5000.0
1,166.03,-45.6112,6350.7757,0.77757,23.5,13.37,127.51, ,5000.0,5000.0
1,166.087,-45.6284,7906.5447,1.45428,23.5,18.13,123.58, ,5000.0,5000.0
1,166.142,-45.6453,9769.2467,2.20092,23.5,21.87,123.91, ,5000.0,5000.0
